hcp,tier,region,specialty
74371,1,region_142,Internal medicine / pneumology
74377,2,region_11,Internal medicine / pneumology
74390,1,region_53,Internal medicine / pneumology
74437,1,region_7,Internal medicine / pneumology
74448,2,region_15,Internal medicine
74489,1,region_47,Internal medicine / pneumology
74504,2,region_108,Internal medicine / pneumology
74587,1,region_189,Internal medicine / pneumology
74604,3,region_166,Internal medicine
74634,1,region_63,Internal medicine / pneumology
74689,1,region_19,Internal medicine / pneumology
74724,1,region_167,Internal medicine and general practicioner
74735,2,region_49,Internal medicine and general practicioner
74761,2,region_48,Internal medicine / pneumology
74780,3,region_137,Internal medicine
74786,1,region_174,Internal medicine / pneumology
74806,2,region_44,Internal medicine
74829,2,region_0,General practicioner
74830,2,region_87,General practicioner
74851,2,region_52,General practicioner
74852,1,region_14,Internal medicine / pneumology
74878,2,region_200,General practicioner
74947,3,region_137,Internal medicine
74957,2,region_95,Internal medicine
75000,2,region_95,General practicioner
75004,1,region_31,Internal medicine
75009,2,region_160,Internal medicine
75016,1,region_122,Internal medicine / pneumology
75041,2,region_108,Internal medicine
75066,2,region_37,Internal medicine
75088,1,region_164,Internal medicine / pneumology
75096,2,region_52,General practicioner
75200,1,region_177,Internal medicine
75204,1,region_142,Internal medicine / pneumology
75297,1,region_145,Internal medicine / pneumology
75312,1,region_92,Internal medicine / pneumology
75354,1,region_170,Internal medicine / pneumology
75379,1,region_27,Internal medicine / pneumology
75398,1,region_36,Internal medicine
75464,2,region_68,General practicioner
75526,3,region_36,General practicioner
75558,1,region_78,Internal medicine / pneumology
75600,3,region_108,General practicioner
75602,1,region_179,Internal medicine / pneumology
75607,2,region_174,Internal medicine
75629,2,region_137,Internal medicine
75641,1,region_179,Internal medicine / pneumology
75650,2,region_38,General practicioner
75654,1,region_134,Internal medicine / pneumology
75655,2,region_155,Internal medicine
75674,1,region_90,Internal medicine
75707,1,region_71,Internal medicine / pneumology
75773,3,region_106,General practicioner
75822,2,region_69,General practicioner
75828,3,region_112,Internal medicine
75846,2,region_88,Internal medicine
75861,2,region_153,General practicioner
75872,1,region_23,Internal medicine / pneumology
75901,2,region_111,Internal medicine
75921,3,region_72,General practicioner
75948,2,region_147,Internal medicine
76019,1,region_162,Internal medicine / pneumology
76071,1,region_0,Internal medicine
76077,1,region_66,Internal medicine / pneumology
76088,2,region_200,Internal medicine
76100,1,region_119,Internal medicine / pneumology
76107,1,region_79,Internal medicine
76143,1,region_188,Internal medicine
76197,2,region_86,Internal medicine
76207,2,region_33,General practicioner
76268,1,region_94,Internal medicine
76334,1,region_170,Internal medicine
76407,1,region_0,Internal medicine / pneumology
76444,2,region_120,General practicioner
76446,1,region_194,Internal medicine / pneumology
76467,2,region_45,Internal medicine
76494,3,region_111,General practicioner
76503,2,region_159,Internal medicine
76521,1,region_39,Internal medicine
76530,1,region_179,Internal medicine / pneumology
76531,1,region_84,Internal medicine
76572,2,region_136,Internal medicine
76583,2,region_79,Internal medicine
76610,2,region_147,General practicioner
76646,3,region_134,General practicioner
76662,3,region_195,General practicioner
76669,2,region_1,General practicioner
76678,2,region_161,Internal medicine
76713,1,region_84,Internal medicine
76723,2,region_58,Internal medicine
76731,2,region_174,General practicioner
76734,2,region_52,General practicioner
76749,2,region_156,General practicioner
76753,2,region_118,General practicioner
76771,3,region_112,Pediatrician
76784,1,region_0,Internal medicine / pneumology
76826,3,region_31,General practicioner
76851,2,region_35,General practicioner
76863,2,region_195,Internal medicine
76905,1,region_175,Internal medicine
76910,2,region_55,Internal medicine
76925,1,region_155,Internal medicine
76966,1,region_117,Internal medicine / pneumology
76999,1,region_181,Internal medicine / pneumology
77018,1,region_79,Internal medicine / pneumology
77128,1,region_157,Internal medicine
77150,1,region_44,Internal medicine / pneumology
77193,1,region_47,Internal medicine / pneumology
77298,1,region_34,Internal medicine
77370,2,region_52,Internal medicine
77406,2,region_90,General practicioner
77423,2,region_96,Internal medicine
77437,2,region_131,General practicioner
77444,2,region_57,General practicioner
77456,1,region_103,Internal medicine / pneumology
77459,3,region_131,Internal medicine
77475,2,region_85,General practicioner
77485,2,region_71,General practicioner
77511,2,region_70,Internal medicine
77526,1,region_103,Internal medicine / pneumology
77527,2,region_75,General practicioner
77534,2,region_52,General practicioner
77571,1,region_70,Internal medicine / pneumology
77584,3,region_180,General practicioner
77590,2,region_14,General practicioner
77606,2,region_183,General practicioner
77611,2,region_155,General practicioner
77647,2,region_64,Internal medicine
77668,2,region_22,Internal medicine
77675,2,region_169,General practicioner
77719,2,region_32,Internal medicine
77725,2,region_145,General practicioner
77767,2,region_103,General practicioner
77774,2,region_103,Internal medicine
77780,1,region_94,Internal medicine / pneumology
77793,1,region_90,Internal medicine / pneumology
77817,1,region_145,Internal medicine / pneumology
77854,1,region_169,Internal medicine
77890,1,region_36,Internal medicine / pneumology
77910,1,region_7,Internal medicine / pneumology
77967,1,region_92,Internal medicine / pneumology
77991,1,region_83,Internal medicine
77992,1,region_83,Internal medicine
77993,1,region_83,Internal medicine
77996,2,region_190,Internal medicine
78009,1,region_47,Internal medicine / pneumology
78015,1,region_139,Internal medicine
78063,1,region_27,Internal medicine / pneumology
78120,3,region_106,General practicioner
78159,2,region_52,Internal medicine
78160,2,region_30,General practicioner
78181,2,region_45,General practicioner
78200,1,region_117,Internal medicine
78230,1,region_7,Internal medicine / pneumology
78255,2,region_66,Internal medicine
78285,2,region_44,General practicioner
78286,3,region_127,General practicioner
78312,2,region_79,General practicioner
78315,1,region_67,Internal medicine / pneumology
78325,2,region_89,Internal medicine
78332,2,region_52,Internal medicine
78353,2,region_182,General practicioner
78393,2,region_182,General practicioner
78409,2,region_169,General practicioner
78422,2,region_157,General practicioner
78428,2,region_39,Internal medicine
78512,2,region_88,Internal medicine
78514,1,region_149,Internal medicine
78600,1,region_169,Internal medicine
78637,1,region_101,Internal medicine
78639,1,region_93,Internal medicine
78701,1,region_95,Internal medicine / pneumology
78717,2,region_97,Internal medicine
78767,1,region_62,Internal medicine / pneumology
78773,1,region_121,Internal medicine / pneumology
78794,1,region_135,Internal medicine / pneumology
78828,2,region_27,Internal medicine
78832,1,region_103,Internal medicine / pneumology
78862,2,region_163,Internal medicine / pneumology
78952,1,region_126,Internal medicine / pneumology
78953,2,region_69,General practicioner
78964,1,region_43,Internal medicine / pneumology
78988,2,region_37,General practicioner
79008,2,region_49,Internal medicine
79075,2,region_103,Internal medicine
79079,1,region_200,Internal medicine / pneumology
79113,2,region_69,Internal medicine
79119,1,region_79,Internal medicine / pneumology
79120,2,region_127,General practicioner
79126,2,region_156,Internal medicine
79139,2,region_75,Internal medicine
79149,1,region_67,Internal medicine / pneumology
79194,2,region_161,Internal medicine
79205,2,region_105,Internal medicine
79210,2,region_90,Internal medicine
79225,3,region_127,General practicioner
79246,1,region_147,Internal medicine / pneumology
79248,2,region_149,General practicioner
79254,2,region_1,General practicioner
79281,1,region_131,Internal medicine / pneumology
79313,2,region_158,Internal medicine
79337,1,region_148,Internal medicine / pneumology
79419,1,region_175,Internal medicine / pneumology
79581,1,region_189,Internal medicine / pneumology
79605,1,region_78,Internal medicine / pneumology
79632,1,region_145,Internal medicine
79634,1,region_70,Internal medicine / pneumology
79692,1,region_52,Internal medicine / pneumology
79718,1,region_46,Internal medicine / pneumology
79820,1,region_61,Internal medicine
79839,1,region_147,Internal medicine / pneumology
79877,1,region_79,Internal medicine / pneumology
79906,2,region_140,General practicioner
79910,2,region_6,Internal medicine
79937,2,region_49,General practicioner
79943,1,region_108,Internal medicine / pneumology
79950,2,region_200,Internal medicine and general practicioner
79952,2,region_163,Internal medicine
79959,1,region_67,Internal medicine / pneumology
79990,1,region_199,Internal medicine / pneumology
79999,1,region_10,Internal medicine / pneumology
80048,3,region_58,General practicioner
80072,2,region_36,General practicioner
80095,2,region_64,General practicioner
80099,1,region_148,Internal medicine / pneumology
80139,2,region_37,General practicioner
80142,2,region_103,General practicioner
80158,2,region_84,General practicioner
80172,2,region_192,General practicioner
80178,2,region_181,General practicioner
80181,2,region_115,General practicioner
80186,2,region_177,Internal medicine
80204,2,region_131,General practicioner
80231,2,region_177,Internal medicine
80252,1,region_51,Internal medicine
80254,3,region_191,Internal medicine
80396,2,region_52,Internal medicine
80458,1,region_137,Internal medicine / pneumology
80595,1,region_67,Internal medicine
80706,2,region_83,Internal medicine
80756,1,region_62,Internal medicine / pneumology
80850,2,region_71,Internal medicine
80883,2,region_23,General practicioner
80902,2,region_35,Internal medicine
80961,2,region_200,Internal medicine
81034,1,region_7,Internal medicine / pneumology
81038,2,region_168,Internal medicine
81041,2,region_68,General practicioner
81053,2,region_109,General practicioner
81074,2,region_109,General practicioner
81087,2,region_164,General practicioner
81492,1,region_68,Internal medicine
81594,2,region_70,Internal medicine
81647,1,region_158,Internal medicine / pneumology
81705,1,region_188,Internal medicine / pneumology
