hcp,population,area,pci16,pci18,Internal medicine,Internal medicine / pneumology,General practicioner,Internal medicine and general practicioner,Pediatrician,hcp,tier,region,specialty
61228,547068,6396.314308025,48518.205716833865,51052.264521926285,489,19,470,3,128,61228,3,region_127,General practicioner
61268,488935,4383.30846735,47628.42806364411,50590.45542894009,204,5,326,3,52,61268,2,region_196,General practicioner
61278,481340,433.493165915,47807.095737135656,48998.648530738246,576,26,302,3,223,61278,1,region_61,Internal medicine / pneumology
61292,301745,1700.8901509399998,47293.516396584026,49851.954655522895,149,4,208,0,53,61292,2,region_133,General practicioner
61293,301745,1700.8901509399998,47293.516396584026,49851.954655522895,149,4,208,0,53,61293,2,region_133,Internal medicine
61313,536856,6023.14589796,46261.88849114344,47134.19058620616,362,22,267,5,53,61313,2,region_132,General practicioner
61335,421215,6568.02313485,36805.53716197213,38484.9273729109,192,6,251,1,69,61335,1,region_104,Internal medicine / pneumology
61369,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,61369,2,region_115,General practicioner
61424,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,61424,3,region_150,General practicioner
61438,344825,4037.238894875,41651.15403583042,43493.05408766624,177,7,181,3,37,61438,2,region_25,Internal medicine
61440,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,61440,2,region_49,General practicioner
61450,347761,1339.813459055,47802.37814017809,49087.416077910646,190,20,162,0,37,61450,1,region_27,Internal medicine / pneumology
61467,542689,2487.34197222,44408.95747705361,46253.941480138834,410,13,321,11,73,61467,2,region_88,Internal medicine
61489,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,61489,1,region_90,Internal medicine / pneumology
61490,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,61490,1,region_90,Internal medicine / pneumology
61493,366237,456.77740419,47846.72921976725,49044.24224184746,265,10,259,1,40,61493,2,region_59,Internal medicine
61494,299283,3885.579164165,40927.1648458997,42670.96205636806,123,4,165,3,26,61494,1,region_144,Internal medicine
61514,470772,1997.63901393,45921.003861056335,47021.37710281745,306,23,240,0,59,61514,1,region_62,Internal medicine / pneumology
61550,346962,3955.87103625,46117.32468167189,47687.7855694166,269,12,277,1,51,61550,1,region_76,Internal medicine / pneumology
61555,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,61555,1,region_155,Internal medicine / pneumology
61560,379268,1300.084429985,51331.47202909552,54701.5147903046,217,13,195,1,58,61560,2,region_70,Internal medicine / pneumology
61595,447650,3334.44938533,42661.69779258536,44844.42643985587,240,20,242,3,59,61595,1,region_173,Internal medicine / pneumology
61605,297082,360.80529598,44784.45632909552,45981.72217118941,382,17,204,7,118,61605,1,region_21,Internal medicine / pneumology
61627,290274,230.311262695,38727.460773319886,39733.89795811521,282,14,135,6,42,61627,1,region_71,Internal medicine / pneumology
61668,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,61668,3,region_118,General practicioner
61673,482893,3898.254462595,38438.67922370908,40617.00756959213,246,17,234,1,54,61673,2,region_188,General practicioner
61674,506991,8524.200649455,36176.71069505399,38543.194751195326,400,24,342,0,90,61674,1,region_191,Internal medicine / pneumology
61690,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,61690,2,region_181,Internal medicine
61694,344825,4037.238894875,41651.15403583042,43493.05408766624,177,7,181,3,37,61694,2,region_25,General practicioner
61720,520595,298.050938975,42351.68,43907.92,574,38,370,6,167,61720,2,region_78,General practicioner
61730,332784,325.459701525,43045.78196627924,44697.41197536814,241,13,169,2,60,61730,2,region_158,General practicioner
61759,330868,216.65785405,44450.70293282685,48142.47639736822,270,8,150,0,36,61759,3,region_46,General practicioner
61806,343861,3639.37347845,46856.49217012814,48564.22884077264,181,11,206,0,30,61806,2,region_3,General practicioner
61815,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,61815,2,region_181,General practicioner
61827,376861,181.278347825,39007.52861156623,39888.70805993954,252,18,143,1,43,61827,2,region_41,Internal medicine
61834,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,61834,3,region_150,General practicioner
61835,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,61835,2,region_11,General practicioner
61849,447190,1992.02559693,41782.23299439513,43361.63633421085,244,5,245,2,85,61849,1,region_116,Internal medicine / pneumology
61857,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,61857,2,region_162,General practicioner
61863,459522,64.130789205,38649.24,41105.12,299,17,384,3,71,61863,1,region_19,Internal medicine / pneumology
61873,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,61873,2,region_198,General practicioner
61876,308241,156.10671718999998,42698.6,44586.08,318,30,216,2,65,61876,1,region_114,Internal medicine / pneumology
61885,368750,262.76532562,48463.432731680135,49909.6820689358,330,24,213,2,98,61885,2,region_135,Internal medicine
61886,438812,3146.3784008,44722.13582179362,46805.33051359303,324,5,307,3,102,61886,2,region_111,General practicioner
61906,309066,1766.12951329,47704.58758235771,51167.22010202415,232,14,197,0,46,61906,2,region_79,Internal medicine
61969,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,61969,2,region_200,Internal medicine
61971,543989,730.58755008,47906.89504039801,49401.83082252559,326,26,212,1,58,61971,2,region_142,Internal medicine
61996,292017,280.26742946,49133.82303998121,50753.50174243016,233,17,137,0,30,61996,2,region_161,Internal medicine
62007,330895,1185.616592415,58016.33152284889,63253.82473784784,236,26,264,0,69,62007,1,region_134,Internal medicine / pneumology
62032,308241,156.10671718999998,42698.6,44586.08,318,30,216,2,65,62032,2,region_114,General practicioner
62041,572787,7282.560235145,38782.59547119818,41215.29233979961,495,41,332,1,87,62041,1,region_179,Internal medicine / pneumology
62047,319660,2309.103167445,40976.82150066339,42691.76724738997,124,5,170,2,30,62047,1,region_199,Internal medicine / pneumology
62049,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,62049,2,region_74,General practicioner
62054,335568,2855.78699663,46290.70308762525,48920.28136064841,173,8,206,1,38,62054,3,region_72,Internal medicine
62069,301410,316.26757049500003,48845.19567688747,50908.79555549889,166,17,139,3,57,62069,2,region_190,General practicioner
62085,311176,1451.9225471349998,46882.56119251481,49424.95126548196,165,6,215,0,41,62085,1,region_31,Internal medicine / pneumology
62102,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,62102,2,region_147,General practicioner
62104,298560,3726.884651725,43442.39132891304,45766.530521730456,175,11,189,1,31,62104,3,region_36,General practicioner
62109,298560,3726.884651725,43442.39132891304,45766.530521730456,175,11,189,1,31,62109,3,region_36,General practicioner
62116,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,62116,1,region_90,Internal medicine / pneumology
62119,450441,5917.828732755001,43870.49217398428,44777.67571842571,294,6,287,6,62,62119,2,region_174,General practicioner
62126,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,62126,2,region_155,General practicioner
62143,300469,2849.552513615,41149.039535878575,42838.21028554375,146,6,186,0,22,62143,2,region_64,Internal medicine
62144,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,62144,2,region_198,General practicioner
62147,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,62147,2,region_200,General practicioner
62149,330895,1185.616592415,58016.33152284889,63253.82473784784,236,26,264,0,69,62149,1,region_134,Internal medicine / pneumology
62152,562766,7476.819147085001,39152.99916517007,41230.29230741945,308,9,264,2,72,62152,2,region_86,Internal medicine
62171,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,62171,2,region_74,General practicioner
62179,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,62179,2,region_115,General practicioner
62197,382877,402.354224945,38901.654186582455,39573.72335237399,458,25,166,3,95,62197,2,region_105,General practicioner
62206,419601,2042.148938805,42777.12682057217,44543.12380541461,308,23,269,14,87,62206,1,region_177,Internal medicine / pneumology
62216,330868,216.65785405,44450.70293282685,48142.47639736822,270,8,150,0,36,62216,2,region_46,General practicioner
62220,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,62220,2,region_108,Internal medicine
62247,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,62247,2,region_150,General practicioner
62251,304137,1761.98402793,57500.496969715896,62612.034029647366,100,3,186,3,42,62251,3,region_195,Internal medicine
62255,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,62255,2,region_155,General practicioner
62263,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,62263,2,region_1,General practicioner
62274,520595,298.050938975,42351.68,43907.92,574,38,370,6,167,62274,1,region_78,Internal medicine / pneumology
62277,450441,5917.828732755001,43870.49217398428,44777.67571842571,294,6,287,6,62,62277,2,region_174,General practicioner
62279,347254,1477.39580163,41346.68566712529,43696.651111569045,476,23,327,2,113,62279,2,region_47,Internal medicine
62284,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,62284,2,region_108,General practicioner
62288,299274,1390.91898579,45579.18946596061,48213.45323919848,142,4,163,1,29,62288,3,region_156,Internal medicine
62298,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,62298,2,region_1,General practicioner
62325,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,62325,3,region_150,Internal medicine
62333,301745,1700.8901509399998,47293.516396584026,49851.954655522895,149,4,208,0,53,62333,1,region_133,Internal medicine / pneumology
62336,324990,681.550024385,45163.973492282974,46181.14470036704,206,16,149,1,48,62336,1,region_20,Internal medicine / pneumology
62339,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,62339,2,region_198,Internal medicine and general practicioner
62344,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,62344,1,region_90,Internal medicine / pneumology
62345,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,62345,3,region_150,Internal medicine
62351,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,62351,2,region_150,Internal medicine
62373,343861,3639.37347845,46856.49217012814,48564.22884077264,181,11,206,0,30,62373,2,region_3,General practicioner
62382,338885,1762.4693887249998,45571.692847022576,46663.394874316575,114,3,155,2,26,62382,2,region_26,General practicioner
62386,323802,3616.56527596,46597.28706520958,48817.61695765182,127,2,207,1,18,62386,3,region_112,Internal medicine
62397,320570,801.38097818,41114.92,42843.64,227,18,167,0,82,62397,1,region_126,Internal medicine / pneumology
62429,547068,6396.314308025,48518.205716833865,51052.264521926285,489,19,470,3,128,62429,2,region_127,General practicioner
62443,376861,181.278347825,39007.52861156623,39888.70805993954,252,18,143,1,43,62443,1,region_41,Internal medicine / pneumology
62492,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,62492,2,region_108,General practicioner
62549,572787,7282.560235145,38782.59547119818,41215.29233979961,495,41,332,1,87,62549,1,region_179,Internal medicine / pneumology
62583,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,62583,2,region_115,General practicioner
62591,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,62591,2,region_138,General practicioner
62603,471991,2823.6310998500003,48600.88212134568,50488.57174709858,197,6,265,1,57,62603,1,region_10,Internal medicine / pneumology
62634,487393,5189.376597045,46048.81926990849,47755.55739365009,220,9,349,2,49,62634,2,region_98,General practicioner
62651,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,62651,2,region_74,General practicioner
62670,381958,1372.440545005,38799.97238081176,40214.89576209413,315,18,264,2,82,62670,2,region_0,Internal medicine
62680,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,62680,2,region_49,General practicioner
62701,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,62701,2,region_138,General practicioner
62711,385727,1076.159285885,40191.9802962238,41539.86683477547,242,16,161,3,41,62711,1,region_103,Internal medicine / pneumology
62720,292821,3998.229471045,40826.40342396384,42864.63498607209,130,8,152,2,24,62720,2,region_29,General practicioner
62739,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,62739,2,region_115,General practicioner
62743,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,62743,3,region_150,General practicioner
62755,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,62755,2,region_1,General practicioner
62774,487393,5189.376597045,46048.81926990849,47755.55739365009,220,9,349,2,49,62774,1,region_98,Internal medicine / pneumology
62780,295780,3744.74960892,38182.69732236048,40109.38377772224,123,13,166,3,32,62780,2,region_38,General practicioner
62807,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,62807,3,region_118,General practicioner
62811,300469,2849.552513615,41149.039535878575,42838.21028554375,146,6,186,0,22,62811,1,region_64,Internal medicine / pneumology
62819,308241,156.10671718999998,42698.6,44586.08,318,30,216,2,65,62819,1,region_114,Internal medicine / pneumology
62841,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,62841,2,region_52,General practicioner
62860,303208,4751.57647807,43523.60071389123,45486.24426880677,228,10,229,3,18,62860,2,region_12,General practicioner
62871,318320,1343.252950395,38835.608064370106,40121.11202265365,179,10,134,2,48,62871,2,region_146,Internal medicine and general practicioner
62889,368750,262.76532562,48463.432731680135,49909.6820689358,330,24,213,2,98,62889,2,region_135,General practicioner
62900,520595,298.050938975,42351.68,43907.92,574,38,370,6,167,62900,2,region_78,General practicioner
62926,333725,3502.904894785,45387.79497225622,48283.49556998891,239,11,243,0,57,62926,3,region_178,General practicioner
62928,459522,64.130789205,38649.24,41105.12,299,17,384,3,71,62928,1,region_19,Internal medicine / pneumology
